,Bids
2016013135,21.07
2016013136,0.0
2016013137,0.0
2016013138,21.07
2016013139,21.07
2016013140,10.0
2016013141,0.0
2016013142,10.0
2016013143,21.07
2016013144,21.07
2016013145,21.07
2016013146,15.0
2016013147,-140.0
2016013148,-60.37
2016020101,-40.0
2016020102,-60.37
2016020103,-60.75
2016020104,-85.0
2016020105,-85.0
2016020106,-85.0
2016020107,-85.0
2016020108,-85.0
2016020109,-85.0
2016020110,-85.0
2016020111,-100.0
2016020112,-130.0
2016020113,-130.0
2016020114,-85.0
2016020115,-85.0
2016020116,-85.0
2016020117,-85.0
2016020118,-85.0
2016020119,-63.72
2016020120,-58.86
2016020121,15.0
2016020122,-58.86
2016020123,0.0
2016020124,0.0
2016020125,0.0
2016020126,0.0
2016020127,10.0
2016020128,13.0
2016020129,22.06
2016020130,22.46
2016020131,-30.15
2016020132,0.0
2016020133,0.0
2016020134,0.0
2016020135,22.46
2016020136,22.46
2016020137,22.46
2016020138,22.46
2016020139,0.0
2016020140,22.46
2016020141,22.46
2016020142,4.0
2016020143,0.0
2016020144,-58.86
2016020145,-58.86
2016020146,-58.86
2016020147,20.56
2016020148,8.0
2016020201,0.0
2016020202,22.46
2016020203,-35.0
2016020204,-39.95
2016020205,-39.95
2016020206,-58.86
2016020207,-58.86
2016020208,-40.0
2016020209,-58.86
2016020210,-60.75
2016020211,-63.72
2016020212,-63.72
2016020213,-63.72
2016020214,-63.72
2016020215,-63.72
2016020216,-63.72
2016020217,-63.72
2016020218,-63.72
2016020219,-63.72
2016020220,-60.75
2016020221,-60.75
2016020222,-60.75
2016020223,-60.75
2016020224,-60.75
2016020225,-60.75
2016020226,-60.75
2016020227,0.0
2016020228,0.0
2016020229,0.0
2016020230,0.0
2016020231,0.0
2016020232,0.0
2016020233,0.0
2016020234,0.0
2016020235,0.0
2016020236,5.0
2016020237,23.85
2016020238,23.85
2016020239,23.85
2016020240,23.7
2016020241,23.7
2016020242,23.7
2016020243,20.0
2016020244,5.0
2016020245,5.0
2016020246,22.55
2016020247,10.0
2016020248,0.0
2016020301,0.0
2016020302,22.0
2016020303,22.0
2016020304,22.0
2016020305,22.0
2016020306,15.0
2016020307,5.0
2016020308,0.0
2016020309,0.0
2016020310,-140.0
2016020311,0.0
2016020312,0.0
2016020313,-150.0
2016020314,0.0
2016020315,10.0
2016020316,22.47
2016020317,23.85
2016020318,23.85
2016020319,23.85
2016020320,23.85
2016020321,23.85
2016020322,23.85
2016020323,23.85
2016020324,23.85
2016020325,17.4
2016020326,17.4
2016020327,17.4
2016020328,17.4
2016020329,17.4
2016020330,23.85
2016020331,23.85
2016020332,23.85
2016020333,22.47
2016020334,0.0
2016020335,0.0
2016020336,0.0
2016020337,-12.0
2016020338,23.85
2016020339,23.85
2016020340,23.85
2016020341,23.85
2016020342,23.7
2016020343,23.85
2016020344,0.0
2016020345,0.0
2016020346,0.0
2016020347,10.0
2016020348,0.0
2016020401,1.11
2016020402,20.0
2016020403,25.0
2016020404,-35.0
2016020405,-35.0
2016020406,21.0
2016020407,-24.89
2016020408,-150.0
2016020409,-88.0
2016020410,-88.0
2016020411,-88.0
2016020412,-150.0
2016020413,-150.0
2016020414,0.0
2016020415,0.0
2016020416,24.05
2016020417,24.05
2016020418,22.0
2016020419,23.15
2016020420,23.15
2016020421,23.15
2016020422,23.15
2016020423,23.15
2016020424,23.15
2016020425,23.15
2016020426,23.15
2016020427,23.15
2016020428,23.15
2016020429,26.0
2016020430,28.55
2016020431,6.0
2016020432,6.0
2016020433,20.56
2016020434,20.56
2016020435,20.56
2016020436,0.0
2016020437,0.0
2016020438,0.0
2016020439,0.0
2016020440,14.0
2016020441,0.0
2016020442,10.0
2016020443,14.0
2016020444,0.0
2016020445,0.0
2016020446,13.0
2016020447,13.0
2016020448,-5.0
2016020501,-5.0
2016020502,13.0
2016020503,8.0
2016020504,-35.0
2016020505,-35.0
2016020506,-63.21
2016020507,-63.21
2016020508,-63.21
2016020509,-63.21
2016020510,-63.21
2016020511,-88.0
2016020512,-88.0
2016020513,-150.0
2016020514,-150.0
2016020515,-85.0
2016020516,-85.0
2016020517,-63.21
2016020518,-85.0
2016020519,-85.0
2016020520,-85.0
2016020521,-60.75
2016020522,-60.75
2016020523,-60.75
2016020524,-60.37
2016020525,-60.37
2016020526,21.88
2016020527,21.88
2016020528,21.88
2016020529,21.88
2016020530,21.86
2016020531,0.0
2016020532,0.0
2016020533,0.0
2016020534,20.0
2016020535,0.0
2016020536,0.0
2016020537,0.0
2016020538,10.0
2016020539,21.0
2016020540,23.15
2016020541,0.0
2016020542,20.0
2016020543,23.15
2016020544,21.86
2016020545,21.0
2016020546,21.0
2016020547,-35.0
2016020548,2.0
2016020601,2.0
2016020602,0.0
2016020603,0.0
2016020604,-35.0
2016020605,0.0
2016020606,-35.0
2016020607,0.0
2016020608,2.0
2016020609,-35.0
2016020610,-58.86
2016020611,-63.21
2016020612,-63.21
2016020613,-63.21
2016020614,-63.21
2016020615,-63.21
2016020616,-60.75
2016020617,-60.75
2016020618,-60.75
2016020619,-58.86
2016020620,-58.86
2016020621,20.5
2016020622,20.5
2016020623,20.5
2016020624,20.5
2016020625,20.5
2016020626,20.5
2016020627,20.5
2016020628,20.5
2016020629,20.5
2016020630,20.5
2016020631,20.5
2016020632,20.5
2016020633,20.5
2016020634,20.5
2016020635,20.5
2016020636,0.0
2016020637,0.0
2016020638,-72.0
2016020639,-72.0
2016020640,0.0
2016020641,0.0
2016020642,14.0
2016020643,-63.21
2016020644,-63.21
2016020645,-63.21
2016020646,-85.0
2016020647,-85.0
2016020648,-85.0
2016020701,-85.0
2016020702,-85.0
2016020703,-85.0
2016020704,-85.0
2016020705,-85.0
2016020706,-85.0
2016020707,-85.0
2016020708,-85.0
2016020709,-85.0
2016020710,-85.0
2016020711,-85.0
2016020712,-85.0
2016020713,-85.0
2016020714,-85.0
2016020715,-85.0
2016020716,-150.0
2016020717,-88.0
2016020718,-88.0
2016020719,-88.0
2016020720,-88.0
2016020721,-88.0
2016020722,-85.0
2016020723,-85.0
2016020724,-85.0
2016020725,-85.0
2016020726,-85.0
2016020727,-85.0
2016020728,-85.0
2016020729,-85.0
2016020730,-85.0
2016020731,-85.0
2016020732,-85.0
2016020733,-85.0
2016020734,-85.0
2016020735,-85.0
2016020736,-85.0
2016020737,0.0
2016020738,0.0
2016020739,0.0
2016020740,0.0
2016020741,1.6
2016020742,0.0
2016020743,0.0
2016020744,0.0
2016020745,18.0
2016020746,-0.05
2016020747,0.0
2016020748,0.0
2016020801,-35.0
2016020802,-35.0
2016020803,-35.0
2016020804,0.0
2016020805,-40.0
2016020806,-40.0
2016020807,-40.0
2016020808,-40.0
2016020809,-24.49
2016020810,-24.49
2016020811,-24.49
2016020812,-5.0
2016020813,-5.0
2016020814,0.0
2016020815,23.12
2016020816,-35.0
2016020817,-35.0
2016020818,-35.0
2016020819,22.0
2016020820,22.0
2016020821,22.0
2016020822,22.0
2016020823,22.0
2016020824,22.0
2016020825,22.0
2016020826,22.0
2016020827,22.0
2016020828,22.0
2016020829,22.0
2016020830,22.0
2016020831,0.0
2016020832,22.0
2016020833,22.0
2016020834,21.86
2016020835,21.86
2016020836,22.0
2016020837,22.0
2016020838,0.0
2016020839,16.0
2016020840,0.0
2016020841,22.0
2016020842,0.0
2016020843,0.0
2016020844,0.0
2016020845,0.0
2016020846,0.5
2016020847,-58.86
2016020848,-63.21
2016020901,-63.21
2016020902,-63.21
2016020903,-60.75
2016020904,-35.0
2016020905,0.0
2016020906,0.0
2016020907,0.0
2016020908,0.0
2016020909,0.0
2016020910,0.0
2016020911,0.0
2016020912,-58.86
2016020913,-58.86
2016020914,-58.86
2016020915,0.0
2016020916,0.0
2016020917,24.75
2016020918,24.75
2016020919,24.75
2016020920,22.0
2016020921,22.0
2016020922,0.0
2016020923,0.0
2016020924,23.0
2016020925,23.0
2016020926,0.0
2016020927,0.0
2016020928,22.0
2016020929,22.0
2016020930,22.0
2016020931,22.0
2016020932,22.0
2016020933,22.0
2016020934,22.0
2016020935,22.0
2016020936,22.0
2016020937,22.0
2016020938,26.01
2016020939,25.0
2016020940,25.0
2016020941,22.0
2016020942,20.0
2016020943,16.35
2016020944,0.1
2016020945,16.35
2016020946,6.0
2016020947,0.0
2016020948,1.0
2016021001,1.0
2016021002,1.0
2016021003,16.35
2016021004,10.0
2016021005,0.0
2016021006,16.35
2016021007,16.35
2016021008,16.35
2016021009,16.35
2016021010,2.0
2016021011,2.0
2016021012,16.35
2016021013,0.0
2016021014,0.0
2016021015,16.35
2016021016,16.35
2016021017,0.0
2016021018,0.0
2016021019,22.0
2016021020,22.0
2016021021,22.0
2016021022,22.0
2016021023,22.0
2016021024,22.0
2016021025,22.0
2016021026,22.0
2016021027,25.65
2016021028,25.65
2016021029,25.65
2016021030,25.0
2016021031,25.0
2016021032,24.5
2016021033,26.01
2016021034,0.0
2016021035,0.0
2016021036,0.0
2016021037,0.0
2016021038,0.0
2016021039,0.0
2016021040,0.0
2016021041,0.0
2016021042,25.3
2016021043,21.1
2016021044,19.35
2016021045,0.15
2016021046,0.0
2016021047,10.0
2016021048,18.0
2016021101,18.0
2016021102,21.55
2016021103,22.19
2016021104,21.5
2016021105,21.7
2016021106,20.0
2016021107,20.0
2016021108,22.19
2016021109,22.19
2016021110,22.19
2016021111,22.5
2016021112,21.1
2016021113,-150.0
2016021114,22.7
2016021115,6.0
2016021116,6.0
2016021117,6.0
2016021118,25.55
2016021119,25.85
2016021120,25.55
2016021121,-0.05
2016021122,-0.05
2016021123,0.0
2016021124,24.8
2016021125,-0.05
2016021126,-0.05
2016021127,-0.05
2016021128,-0.05
2016021129,-0.05
2016021130,26.05
2016021131,25.7
2016021132,25.25
2016021133,25.25
2016021134,25.1
2016021135,0.0
2016021136,0.0
2016021137,0.0
2016021138,0.0
2016021139,0.0
2016021140,0.0
2016021141,21.0
2016021142,25.5
2016021143,25.5
2016021144,25.75
2016021145,0.15
2016021146,0.0
2016021147,23.0
2016021148,23.06
2016021201,24.5
2016021202,0.0
2016021203,0.0
2016021204,0.0
2016021205,23.0
2016021206,23.0
2016021207,0.15
2016021208,0.15
2016021209,20.0
2016021210,0.0
2016021211,0.0
2016021212,23.0
2016021213,23.25
2016021214,0.0
2016021215,23.0
2016021216,25.15
2016021217,21.0
2016021218,21.0
2016021219,25.55
2016021220,25.55
2016021221,25.55
2016021222,25.55
2016021223,25.55
2016021224,25.5
2016021225,25.5
2016021226,25.0
2016021227,25.0
2016021228,23.0
2016021229,26.05
2016021230,25.76
2016021231,25.5
2016021232,24.5
2016021233,23.5
2016021234,23.5
2016021235,15.0
2016021236,24.5
2016021237,0.0
2016021238,0.0
2016021239,24.0
2016021240,25.8
2016021241,10.0
2016021242,26.05
2016021243,25.56
2016021244,22.0
2016021245,23.0
2016021246,23.0
2016021247,23.0
2016021248,23.0
2016021301,22.0
2016021302,22.0
2016021303,10.0
2016021304,10.0
2016021305,0.0
2016021306,22.0
2016021307,0.0
2016021308,22.0
2016021309,21.0
2016021310,9.95
2016021311,9.95
2016021312,0.0
2016021313,-150.0
2016021314,-150.0
2016021315,21.0
2016021316,22.0
2016021317,22.0
2016021318,22.0
2016021319,22.0
2016021320,22.0
2016021321,22.0
2016021322,21.0
2016021323,21.0
2016021324,22.0
2016021325,22.0
2016021326,22.0
2016021327,22.0
2016021328,22.0
2016021329,22.0
2016021330,22.0
2016021331,22.0
2016021332,22.0
2016021333,22.0
2016021334,22.0
2016021335,0.0
2016021336,20.0
2016021337,0.0
2016021338,5.0
2016021339,22.0
2016021340,22.0
2016021341,22.0
2016021342,22.0
2016021343,22.0
2016021344,22.0
2016021345,20.4
2016021346,0.0
2016021347,0.0
2016021348,0.0
2016021401,0.0
2016021402,3.0
2016021403,3.0
2016021404,5.0
2016021405,5.0
2016021406,5.0
2016021407,5.0
2016021408,5.0
2016021409,5.0
2016021410,0.0
2016021411,0.0
2016021412,0.0
2016021413,0.0
2016021414,0.0
2016021415,0.5
2016021416,5.0
2016021417,5.0
2016021418,5.0
2016021419,22.0
2016021420,22.0
2016021421,22.0
2016021422,22.0
2016021423,22.0
2016021424,22.0
2016021425,22.0
2016021426,22.0
2016021427,22.0
2016021428,22.0
2016021429,22.0
2016021430,22.0
2016021431,22.0
2016021432,22.0
2016021433,22.0
2016021434,15.0
2016021435,22.0
2016021436,22.0
2016021437,22.0
2016021438,22.0
2016021439,21.0
2016021440,22.0
2016021441,22.0
2016021442,22.0
2016021443,15.0
2016021444,22.0
2016021445,0.0
2016021446,15.0
2016021447,5.0
2016021448,0.0
2016021501,5.0
2016021502,5.0
2016021503,5.0
2016021504,5.0
2016021505,5.0
2016021506,5.0
2016021507,5.0
2016021508,5.0
2016021509,5.0
2016021510,0.0
2016021511,0.0
2016021512,5.0
2016021513,5.0
2016021514,15.0
2016021515,22.0
2016021516,22.0
2016021517,22.0
2016021518,22.0
2016021519,22.0
2016021520,22.0
2016021521,22.0
2016021522,22.0
2016021523,22.0
2016021524,22.0
2016021525,22.0
2016021526,22.0
2016021527,22.0
2016021528,22.0
2016021529,22.0
2016021530,22.0
2016021531,22.0
2016021532,22.0
2016021533,20.0
2016021534,22.0
2016021535,21.0
2016021536,22.0
2016021537,22.0
2016021538,
2016021539,45.0
2016021540,25.55
2016021541,25.3
2016021542,25.1
2016021543,0.0
2016021544,21.0
2016021545,25.0
2016021546,-85.0
2016021547,-85.0
2016021548,-85.0
2016021601,-85.0
2016021602,-85.0
2016021603,-85.0
2016021604,-85.0
2016021605,-85.0
2016021606,-85.0
2016021607,-85.0
2016021608,-85.0
2016021609,-85.0
2016021610,-85.0
2016021611,-85.0
2016021612,-85.0
2016021613,-85.0
2016021614,-85.0
2016021615,-85.0
2016021616,-85.0
2016021617,-85.0
2016021618,-85.0
2016021619,-85.0
2016021620,-63.21
2016021621,-63.21
2016021622,-63.21
2016021623,-63.21
2016021624,-63.21
2016021625,-60.75
2016021626,-58.86
2016021627,-58.86
2016021628,-58.86
2016021629,-58.86
2016021630,-60.75
2016021631,-60.75
2016021632,-60.37
2016021633,-72.0
2016021634,-72.0
2016021635,-72.0
2016021636,-72.0
2016021637,-72.0
2016021638,-72.0
2016021639,-72.0
2016021640,-58.86
2016021641,-58.86
2016021642,-60.75
2016021643,-72.0
2016021644,-72.0
2016021645,-85.0
2016021646,-85.0
2016021647,-85.0
2016021648,-85.0
2016021701,16.5
2016021702,16.5
2016021703,16.5
2016021704,15.0
2016021705,15.0
2016021706,15.0
2016021707,15.0
2016021708,22.02
2016021709,21.5
2016021710,21.5
2016021711,0.0
2016021712,0.0
2016021713,21.5
2016021714,10.0
2016021715,5.0
2016021716,22.05
2016021717,22.05
2016021718,22.05
2016021719,22.05
2016021720,22.05
2016021721,22.05
2016021722,21.0
2016021723,21.0
2016021724,21.0
2016021725,21.0
2016021726,21.0
2016021727,21.0
2016021728,21.0
2016021729,21.0
2016021730,21.0
2016021731,21.5
2016021732,21.5
2016021733,23.0
2016021734,25.4
2016021735,10.0
2016021736,26.0
2016021737,0.0
2016021738,0.0
2016021739,25.75
2016021740,24.2
2016021741,27.95
2016021742,27.95
2016021743,25.3
2016021744,25.25
2016021745,24.51
2016021746,1.0
2016021747,10.0
2016021748,10.0
2016021801,20.0
2016021802,14.43
2016021803,23.75
2016021804,23.75
2016021805,22.5
2016021806,24.6
2016021807,24.6
2016021808,24.6
2016021809,24.6
2016021810,24.6
2016021811,24.6
2016021812,-150.0
2016021813,-150.0
2016021814,0.0
2016021815,25.6
2016021816,25.6
2016021817,24.6
2016021818,25.65
2016021819,26.95
2016021820,25.65
2016021821,25.65
2016021822,23.0
2016021823,22.95
2016021824,25.65
2016021825,25.65
2016021826,24.3
2016021827,24.3
2016021828,22.95
2016021829,25.3
2016021830,22.0
2016021831,24.3
2016021832,24.3
2016021833,25.25
2016021834,22.95
2016021835,24.0
2016021836,0.0
2016021837,26.0
2016021838,0.0
2016021839,0.0
2016021840,25.85
2016021841,25.85
2016021842,10.0
2016021843,15.0
2016021844,15.0
2016021845,25.3
2016021846,25.75
2016021847,22.01
2016021848,0.0
2016021901,0.0
2016021902,0.0
2016021903,0.0
2016021904,23.3
2016021905,3.0
2016021906,3.0
2016021907,21.5
2016021908,21.5
2016021909,10.11
2016021910,0.0
2016021911,0.0
2016021912,-150.0
2016021913,-150.0
2016021914,17.0
2016021915,17.0
2016021916,17.0
2016021917,0.0
2016021918,0.0
2016021919,0.0
2016021920,0.0
2016021921,0.0
2016021922,10.0
2016021923,-58.86
2016021924,-58.86
2016021925,-63.21
2016021926,-63.21
2016021927,-60.75
2016021928,-60.75
2016021929,-60.75
2016021930,-63.21
2016021931,-63.21
2016021932,-63.21
2016021933,-63.21
2016021934,-60.75
2016021935,-60.75
2016021936,-60.75
2016021937,-60.75
2016021938,-60.75
2016021939,-60.75
2016021940,-85.0
2016021941,-85.0
2016021942,-85.0
2016021943,-85.0
2016021944,-85.0
2016021945,-85.0
2016021946,-85.0
2016021947,-85.0
2016021948,-85.0
2016022001,-85.0
2016022002,-85.0
2016022003,-85.0
2016022004,-85.0
2016022005,-85.0
2016022006,-85.0
2016022007,-85.0
2016022008,-85.0
2016022009,-85.0
2016022010,-85.0
2016022011,-85.0
2016022012,-85.0
2016022013,-85.0
2016022014,-85.0
2016022015,-85.0
2016022016,-85.0
2016022017,-85.0
2016022018,-85.0
2016022019,-85.0
2016022020,-85.0
2016022021,-85.0
2016022022,-85.0
2016022023,-85.0
2016022024,-85.0
2016022025,-85.0
2016022026,-85.0
2016022027,-85.0
2016022028,-85.0
2016022029,-85.0
2016022030,-60.75
2016022031,-60.75
2016022032,-85.0
2016022033,-85.0
2016022034,-85.0
2016022035,-85.0
2016022036,-85.0
2016022037,-85.0
2016022038,-85.0
2016022039,-85.0
2016022040,-85.0
2016022041,-85.0
2016022042,-85.0
2016022043,-85.0
2016022044,-85.0
2016022045,-85.0
2016022046,-85.0
2016022047,-85.0
2016022048,-85.0
2016022101,-85.0
2016022102,-85.0
2016022103,-85.0
2016022104,-85.0
2016022105,-85.0
2016022106,-85.0
2016022107,-85.0
2016022108,-85.0
2016022109,-85.0
2016022110,-85.0
2016022111,-85.0
2016022112,-85.0
2016022113,-85.0
2016022114,-85.0
2016022115,-150.0
2016022116,-85.0
2016022117,-85.0
2016022118,-85.0
2016022119,-85.0
2016022120,0.0
2016022121,19.11
2016022122,19.11
2016022123,19.11
2016022124,19.11
2016022125,19.11
2016022126,10.0
2016022127,-58.52
2016022128,-60.75
2016022129,-85.0
2016022130,-85.0
2016022131,-85.0
2016022132,-85.0
2016022133,-85.0
2016022134,-85.0
2016022135,0.0
2016022136,0.0
2016022137,0.0
2016022138,10.0
2016022139,10.0
2016022140,19.11
2016022141,19.11
2016022142,-58.86
2016022143,-60.75
2016022144,-85.0
2016022145,-85.0
2016022146,-85.0
2016022147,-85.0
2016022148,-85.0
2016022201,-85.0
2016022202,-85.0
2016022203,-85.0
2016022204,-85.0
2016022205,-85.0
2016022206,-85.0
2016022207,-85.0
2016022208,-85.0
2016022209,-85.0
2016022210,-85.0
2016022211,-85.0
2016022212,-85.0
2016022213,-150.0
2016022214,-85.0
2016022215,-85.0
2016022216,-85.0
2016022217,-85.0
2016022218,19.11
2016022219,10.0
2016022220,15.0
2016022221,20.02
2016022222,20.02
2016022223,10.0
2016022224,20.02
2016022225,20.02
2016022226,20.02
2016022227,20.02
2016022228,20.02
2016022229,20.02
2016022230,20.02
2016022231,20.02
2016022232,22.02
2016022233,22.02
2016022234,22.02
2016022235,15.0
2016022236,0.0
2016022237,24.0
2016022238,10.0
2016022239,21.0
2016022240,0.0
2016022241,0.0
2016022242,25.1
2016022243,24.1
2016022244,24.1
2016022245,25.77
2016022246,24.0
2016022247,16.95
2016022248,0.0
2016022301,22.02
2016022302,22.02
2016022303,10.0
2016022304,10.0
2016022305,10.0
2016022306,21.11
2016022307,22.5
2016022308,23.3
2016022309,23.3
2016022310,23.0
2016022311,23.0
2016022312,23.2
2016022313,23.2
2016022314,23.5
2016022315,23.5
2016022316,15.0
2016022317,0.0
2016022318,22.0
2016022319,25.45
2016022320,25.5
2016022321,25.5
2016022322,25.15
2016022323,0.15
2016022324,25.75
2016022325,25.75
2016022326,25.75
2016022327,26.3
2016022328,26.22
2016022329,26.22
2016022330,25.3
2016022331,25.3
2016022332,26.22
2016022333,26.22
2016022334,25.3
2016022335,25.25
2016022336,22.0
2016022337,26.22
2016022338,26.22
2016022339,21.0
2016022340,0.0
2016022341,26.22
2016022342,26.22
2016022343,22.5
2016022344,22.5
2016022345,26.22
2016022346,26.21
2016022347,24.5
2016022348,20.5
2016022401,26.0
2016022402,26.0
2016022403,10.0
2016022404,10.0
2016022405,21.0
2016022406,21.0
2016022407,23.2
2016022408,23.2
2016022409,26.84
2016022410,26.84
2016022411,26.84
2016022412,-150.0
2016022413,28.55
2016022414,26.82
2016022415,20.5
2016022416,35.0
2016022417,26.3
2016022418,25.3
2016022419,26.3
2016022420,0.0
2016022421,0.0
2016022422,26.75
2016022423,26.75
2016022424,0.0
2016022425,0.0
2016022426,25.6
2016022427,26.45
2016022428,25.3
2016022429,25.3
2016022430,0.15
2016022431,24.85
2016022432,26.0
2016022433,26.75
2016022434,24.85
2016022435,24.85
2016022436,15.0
2016022437,0.0
2016022438,0.0
2016022439,0.0
2016022440,25.6
2016022441,25.6
2016022442,25.6
2016022443,25.6
2016022444,25.6
2016022445,25.6
2016022446,21.2
2016022447,12.0
2016022448,21.2
2016022501,20.0
2016022502,20.0
2016022503,22.0
2016022504,22.0
2016022505,-0.05
2016022506,-0.05
2016022507,-0.05
2016022508,12.0
2016022509,5.0
2016022510,0.0
2016022511,0.0
2016022512,-150.0
2016022513,-150.0
2016022514,12.0
2016022515,18.0
2016022516,25.0
2016022517,26.75
2016022518,25.85
2016022519,25.3
2016022520,25.2
2016022521,25.2
2016022522,25.2
2016022523,25.2
2016022524,25.2
2016022525,25.3
2016022526,25.5
2016022527,25.5
2016022528,26.1
2016022529,26.95
2016022530,25.3
2016022531,26.8
2016022532,27.05
2016022533,
2016022534,15.0
2016022535,22.0
2016022536,0.0
2016022537,0.0
2016022538,0.0
2016022539,0.0
2016022540,0.0
2016022541,25.3
2016022542,25.3
2016022543,21.11
2016022544,1.0
2016022545,15.0
2016022546,25.0
2016022547,10.0
2016022548,20.5
2016022601,18.5
2016022602,18.5
2016022603,22.5
2016022604,20.5
2016022605,20.5
2016022606,0.0
2016022607,9.23
2016022608,0.0
2016022609,23.0
2016022610,24.0
2016022611,22.5
2016022612,15.0
2016022613,-150.0
2016022614,25.0
2016022615,25.0
2016022616,26.98
2016022617,26.98
2016022618,
2016022619,0.0
2016022620,23.8
2016022621,
2016022622,20.0
2016022623,20.0
2016022624,25.7
2016022625,25.7
2016022626,25.7
2016022627,25.0
2016022628,25.7
2016022629,25.6
2016022630,25.6
2016022631,25.5
2016022632,25.5
2016022633,25.5
2016022634,25.6
2016022635,25.3
2016022636,25.3
2016022637,25.3
2016022638,0.0
