,index,DA_margin,DA_imb
1120,2016012417,27902,1952
1121,2016012418,25970,1737
1122,2016012419,24173,1505
1123,2016012420,22433,1299
1124,2016012421,20912,1499
1125,2016012422,20391,1776
1126,2016012423,19876,2143
1127,2016012424,20002,2263
1128,2016012425,20106,2045
1129,2016012426,18877,685
1130,2016012427,19008,393
1131,2016012428,19289,520
1132,2016012429,18994,573
1133,2016012430,19129,921
1134,2016012431,18605,662
1135,2016012432,17903,819
1136,2016012433,16712,1101
1137,2016012434,14149,226
1138,2016012435,12897,-636
1139,2016012436,12857,-792
1140,2016012437,13914,-77
1141,2016012438,15786,759
1142,2016012439,17000,729
1143,2016012440,18068,1031
1144,2016012441,19288,1230
1145,2016012442,21151,1631
1146,2016012443,21909,932
1147,2016012444,23903,1152
1148,2016012445,25663,1157
1149,2016012446,27496,1510
1150,2016012447,28850,729
1151,2016012448,29745,963
1152,201601251,29281,625
1153,201601252,29081,643
1154,201601253,28376,198
1155,201601254,28863,520
1156,201601255,29505,414
1157,201601256,29872,436
1158,201601257,30322,676
1159,201601258,30877,1189
1160,201601259,31355,1659
1161,2016012510,31442,1778
1162,2016012511,31054,1473
1163,2016012512,30507,1515
1164,2016012513,28532,1302
1165,2016012514,25724,958
1166,2016012515,21382,361
1167,2016012516,18600,-418
1168,2016012517,17512,-2
1169,2016012518,17548,529
1170,2016012519,16932,27
1171,2016012520,16435,-165
1172,2016012521,16494,-797
1173,2016012522,16380,-834
1174,2016012523,16659,-787
1175,2016012524,17106,-348
1176,2016012525,16375,-1140
1177,2016012526,16742,-1126
1178,2016012527,19111,285
1179,2016012528,19096,371
1180,2016012529,18869,12
1181,2016012530,18179,20
1182,2016012531,17864,223
1183,2016012532,16800,-202
1184,2016012533,15549,204
1185,2016012534,13158,180
1186,2016012535,10874,-818
1187,2016012536,10486,-1131
1188,2016012537,10956,-889
1189,2016012538,11954,-558
1190,2016012539,12892,-858
1191,2016012540,14701,251
1192,2016012541,16522,456
1193,2016012542,18297,220
1194,2016012543,20003,278
1195,2016012544,22038,265
1196,2016012545,24264,491
1197,2016012546,25904,594
1198,2016012547,27861,-247
1199,2016012548,28948,280
1200,201601261,29103,376
1201,201601262,28872,271
1202,201601263,29485,681
1203,201601264,29374,303
1204,201601265,29675,195
1205,201601266,29568,189
1206,201601267,29998,420
1207,201601268,30974,1104
1208,201601269,30840,960
1209,2016012610,31033,1217
1210,2016012611,31018,966
1211,2016012612,30187,497
1212,2016012613,28733,455
1213,2016012614,24889,-289
1214,2016012615,21368,136
1215,2016012616,19473,-291
1216,2016012617,18235,-920
1217,2016012618,17697,-872
1218,2016012619,17058,-1398
1219,2016012620,17481,-938
1220,2016012621,16767,-1347
1221,2016012622,16318,-1618
1222,2016012623,15636,-1213
1223,2016012624,15604,-1410
1224,2016012625,15104,-1831
1225,2016012626,15250,-1809
1226,2016012627,15332,-1895
1227,2016012628,16888,-568
1228,2016012629,16796,-638
1229,2016012630,16891,-138
1230,2016012631,16885,-392
1231,2016012632,16240,-33
1232,2016012633,15068,108
1233,2016012634,13653,738
1234,2016012635,11801,-247
1235,2016012636,11420,-749
1236,2016012637,12001,-443
1237,2016012638,12706,-436
1238,2016012639,13050,-268
1239,2016012640,14964,62
1240,2016012641,16295,-327
1241,2016012642,18354,-456
1242,2016012643,20342,-301
1243,2016012644,22701,118
1244,2016012645,25186,1023
1245,2016012646,27077,979
1246,2016012647,28841,212
1247,2016012648,30243,707
1248,201601271,30766,653
1249,201601272,29285,-24
1250,201601273,29374,-201
1251,201601274,29824,133
1252,201601275,29757,273
1253,201601276,29871,-299
1254,201601277,29783,-426
1255,201601278,30592,68
1256,201601279,30449,256
1257,2016012710,30626,429
1258,2016012711,29474,350
1259,2016012712,28206,226
1260,2016012713,27571,1335
1261,2016012714,23987,979
1262,2016012715,20686,1234
1263,2016012716,18746,1013
1264,2016012717,17715,905
1265,2016012718,17780,1038
1266,2016012719,17126,569
1267,2016012720,16898,558
1268,2016012721,16588,418
1269,2016012722,16257,140
1270,2016012723,16368,96
1271,2016012724,16428,306
1272,2016012725,16096,415
1273,2016012726,16266,406
1274,2016012727,16217,31
1275,2016012728,16591,-284
1276,2016012729,16374,-121
1277,2016012730,16786,105
1278,2016012731,17254,81
1279,2016012732,16484,325
1280,2016012733,15117,224
1281,2016012734,13289,289
1282,2016012735,10879,-395
1283,2016012736,10309,-1132
1284,2016012737,10764,-847
1285,2016012738,11969,-811
1286,2016012739,13591,143
1287,2016012740,15248,466
1288,2016012741,16875,468
1289,2016012742,19177,819
1290,2016012743,21050,607
1291,2016012744,23542,729
1292,2016012745,25709,729
1293,2016012746,27683,579
1294,2016012747,29046,-129
1295,2016012748,29793,176
1296,201601281,28874,-170
1297,201601282,28675,-491
1298,201601283,28845,-662
1299,201601284,29034,-783
1300,201601285,29287,-721
1301,201601286,29205,-1040
1302,201601287,29468,-1295
1303,201601288,30087,-1012
1304,201601289,30237,-876
1305,2016012810,29885,-915
1306,2016012811,29849,-671
1307,2016012812,28968,-771
1308,2016012813,28047,-322
1309,2016012814,24123,-280
1310,2016012815,20242,406
1311,2016012816,18344,-68
1312,2016012817,17180,-786
1313,2016012818,17387,-407
1314,2016012819,17156,-567
1315,2016012820,17105,-581
1316,2016012821,17384,-408
1317,2016012822,17484,-233
1318,2016012823,17615,-570
1319,2016012824,17729,-941
1320,2016012825,17872,-1077
1321,2016012826,18035,-1021
1322,2016012827,21358,1858
1323,2016012828,21609,1788
1324,2016012829,21826,1879
1325,2016012830,22014,2347
1326,2016012831,22523,2922
1327,2016012832,20982,2156
1328,2016012833,18475,1491
1329,2016012834,16433,1316
1330,2016012835,14258,-753
1331,2016012836,12160,-2089
1332,2016012837,12278,-2253
1333,2016012838,13056,-1788
1334,2016012839,13877,-1860
1335,2016012840,14679,-1497
1336,2016012841,15483,-1217
1337,2016012842,17570,-892
1338,2016012843,19898,-1017
1339,2016012844,23315,-244
1340,2016012845,26013,3
1341,2016012846,28191,-130
1342,2016012847,29294,-1176
1343,2016012848,30071,-737
1344,201601291,30287,-822
1345,201601292,30148,-961
1346,201601293,30210,-988
1347,201601294,30289,-427
1348,201601295,30027,-380
1349,201601296,30071,-295
1350,201601297,29943,-328
1351,201601298,30591,254
1352,201601299,30315,-269
1353,2016012910,30428,-153
1354,2016012911,30192,208
1355,2016012912,29631,57
1356,2016012913,29083,920
1357,2016012914,26264,1540
1358,2016012915,22563,2135
1359,2016012916,20542,1605
1360,2016012917,19368,1062
1361,2016012918,18989,961
1362,2016012919,18261,958
1363,2016012920,18612,951
1364,2016012921,18615,1319
1365,2016012922,18879,1388
1366,2016012923,18560,1233
1367,2016012924,19251,1462
1368,2016012925,19163,1525
1369,2016012926,19656,1105
1370,2016012927,19958,1273
1371,2016012928,19814,1405
1372,2016012929,19783,1216
1373,2016012930,20247,822
1374,2016012931,20287,681
1375,2016012932,19438,559
1376,2016012933,18602,324
1377,2016012934,17048,1046
1378,2016012935,14226,-385
1379,2016012936,13396,-1019
1380,2016012937,14033,-325
1381,2016012938,15396,596
1382,2016012939,16568,-28
1383,2016012940,18427,-30
1384,2016012941,19538,110
1385,2016012942,21047,-80
1386,2016012943,22788,-136
1387,2016012944,24742,-140
1388,2016012945,26305,321
1389,2016012946,27481,-88
1390,2016012947,28879,-685
1391,2016012948,29685,-490
1392,201601301,30517,61
1393,201601302,30520,8
1394,201601303,30355,-175
1395,201601304,30694,-160
1396,201601305,31150,-58
1397,201601306,31124,19
1398,201601307,30695,59
1399,201601308,31202,502
1400,201601309,31311,658
1401,2016013010,31052,279
1402,2016013011,30574,-58
1403,2016013012,29893,-517
1404,2016013013,29465,-670
1405,2016013014,29016,134
1406,2016013015,27325,176
1407,2016013016,26044,301
1408,2016013017,24979,431
1409,2016013018,23129,75
1410,2016013019,22260,-225
1411,2016013020,21642,-562
1412,2016013021,21306,-475
1413,2016013022,22070,323
1414,2016013023,22159,363
1415,2016013024,22093,281
1416,2016013025,22259,-157
1417,2016013026,22659,239
1418,2016013027,23258,106
1419,2016013028,24963,1265
1420,2016013029,25791,1874
1421,2016013030,25209,1321
1422,2016013031,23989,-62
1423,2016013032,22975,-209
1424,2016013033,21065,-724
1425,2016013034,18692,-847
1426,2016013035,16642,-388
1427,2016013036,15969,-743
1428,2016013037,16546,-578
1429,2016013038,17657,177
1430,2016013039,18709,219
1431,2016013040,20325,389
1432,2016013041,21690,271
1433,2016013042,23204,139
1434,2016013043,25062,254
1435,2016013044,26136,589
1436,2016013045,28217,582
1437,2016013046,29543,397
1438,2016013047,30116,200
1439,2016013048,30971,351
1440,201601311,31403,585
1441,201601312,31237,308
1442,201601313,30422,-112
1443,201601314,30672,-208
1444,201601315,31399,-129
1445,201601316,31431,-72
1446,201601317,32065,156
1447,201601318,32472,290
1448,201601319,32843,533
1449,2016013110,33173,743
1450,2016013111,32759,1023
1451,2016013112,32855,1359
1452,2016013113,32523,1175
1453,2016013114,31852,1266
1454,2016013115,30752,1385
1455,2016013116,30185,1361
1456,2016013117,29092,1367
1457,2016013118,26648,926
1458,2016013119,24731,997
1459,2016013120,22995,1144
1460,2016013121,21943,1158
1461,2016013122,21302,1588
1462,2016013123,20754,1502
1463,2016013124,20109,862
1464,2016013125,20490,772
1465,2016013126,21046,983
1466,2016013127,21216,1081
1467,2016013128,21187,1125
1468,2016013129,21005,1270
1469,2016013130,20854,1359
1470,2016013131,20838,1841
1471,2016013132,20652,1621
1472,2016013133,19613,892
1473,2016013134,17246,72
1474,2016013135,15614,173
1475,2016013136,15666,192
1476,2016013137,16356,182
1477,2016013138,17439,575
1478,2016013139,18587,838
1479,2016013140,19245,827
1480,2016013141,20362,652
1481,2016013142,22280,491
1482,2016013143,24037,58
1483,2016013144,26115,533
1484,2016013145,27937,548
1485,2016013146,29906,369
1486,2016013147,30968,-815
1487,2016013148,32182,-686
1488,201602011,32018,-951
1489,201602012,31566,-1239
1490,201602013,32053,-628
1491,201602014,32031,-673
1492,201602015,31801,-681
1493,201602016,31869,-703
1494,201602017,32016,-685
1495,201602018,32406,-412
1496,201602019,32488,-373
1497,2016020110,32508,-346
1498,2016020111,31902,-1064
1499,2016020112,31136,-964
1500,2016020113,29624,-976
1501,2016020114,26556,122
1502,2016020115,21639,-191
1503,2016020116,19345,-660
1504,2016020117,19117,-302
1505,2016020118,18986,-69
1506,2016020119,17685,-1011
1507,2016020120,17617,-707
1508,2016020121,16996,-894
1509,2016020122,17496,-695
1510,2016020123,17135,-223
1511,2016020124,16710,-37
1512,2016020125,15954,-77
1513,2016020126,16686,446
1514,2016020127,17440,1054
1515,2016020128,17911,1364
1516,2016020129,17959,1305
1517,2016020130,17903,1580
1518,2016020131,18182,1041
1519,2016020132,17485,713
1520,2016020133,15894,450
1521,2016020134,14010,-417
1522,2016020135,11294,-1095
1523,2016020136,10844,-1089
1524,2016020137,11397,-574
1525,2016020138,12361,53
1526,2016020139,14075,586
1527,2016020140,15358,517
1528,2016020141,16807,502
1529,2016020142,18946,359
1530,2016020143,20212,254
1531,2016020144,22507,650
1532,2016020145,24784,273
1533,2016020146,26994,501
1534,2016020147,28835,-250
1535,2016020148,29744,-124
1536,201602021,29282,-526
1537,201602022,28856,-789
1538,201602023,28329,-1164
1539,201602024,29097,-987
1540,201602025,29497,-846
1541,201602026,29606,-905
1542,201602027,29532,-960
1543,201602028,30122,-343
1544,201602029,30322,-99
1545,2016020210,30072,-330
1546,2016020211,29645,-553
1547,2016020212,28442,-273
1548,2016020213,27266,603
1549,2016020214,24852,828
1550,2016020215,19788,436
1551,2016020216,18584,123
1552,2016020217,17858,-351
1553,2016020218,18465,288
1554,2016020219,18603,724
1555,2016020220,18619,615
1556,2016020221,18505,518
1557,2016020222,19495,1495
1558,2016020223,19498,1057
1559,2016020224,19529,1001
1560,2016020225,18884,1099
1561,2016020226,19172,1275
1562,2016020227,19619,1084
1563,2016020228,20461,975
1564,2016020229,19975,982
1565,2016020230,20079,1522
1566,2016020231,20270,1619
1567,2016020232,18947,1019
1568,2016020233,17161,1239
1569,2016020234,15133,1778
1570,2016020235,12527,1237
1571,2016020236,11328,340
1572,2016020237,11536,413
1573,2016020238,12154,630
1574,2016020239,12883,297
1575,2016020240,14298,-45
1576,2016020241,16231,-395
1577,2016020242,18543,308
1578,2016020243,20317,620
1579,2016020244,22728,510
1580,2016020245,25302,611
1581,2016020246,27567,1295
1582,2016020247,28950,927
1583,2016020248,29493,788
1584,201602031,29601,1107
1585,201602032,28293,4
1586,201602033,28256,-87
1587,201602034,28610,-39
1588,201602035,29124,-107
1589,201602036,29157,-213
1590,201602037,29818,-133
1591,201602038,30527,473
1592,201602039,30968,725
1593,2016020310,30669,534
1594,2016020311,30045,460
1595,2016020312,28810,338
1596,2016020313,26919,196
1597,2016020314,24217,607
1598,2016020315,19997,1121
1599,2016020316,17492,1073
1600,2016020317,15828,1030
1601,2016020318,16349,990
1602,2016020319,15996,911
1603,2016020320,15580,857
1604,2016020321,16020,1274
1605,2016020322,16438,1509
1606,2016020323,16595,1419
1607,2016020324,16676,1533
1608,2016020325,16213,1631
1609,2016020326,15590,1161
1610,2016020327,15818,-213
1611,2016020328,15938,302
1612,2016020329,15674,40
1613,2016020330,15796,485
1614,2016020331,15278,1029
1615,2016020332,14046,1189
1616,2016020333,13146,1330
1617,2016020334,11658,1940
1618,2016020335,9428,1247
1619,2016020336,8712,746
1620,2016020337,8947,1018
1621,2016020338,9706,1474
1622,2016020339,10296,1295
1623,2016020340,11762,1261
1624,2016020341,13319,1213
1625,2016020342,15541,1136
1626,2016020343,18056,1346
1627,2016020344,20513,1418
1628,2016020345,23078,1590
1629,2016020346,25351,1411
1630,2016020347,26517,563
1631,2016020348,26854,461
1632,201602041,26976,695
1633,201602042,26810,577
1634,201602043,26209,-436
1635,201602044,26658,-441
1636,201602045,27275,-573
1637,201602046,27345,-1077
1638,201602047,27583,-1140
1639,201602048,28050,-1061
1640,201602049,28358,-787
1641,2016020410,28188,-689
1642,2016020411,29375,189
1643,2016020412,28690,108
1644,2016020413,26231,296
1645,2016020414,23450,791
1646,2016020415,19846,593
1647,2016020416,17909,938
1648,2016020417,16605,815
1649,2016020418,16599,1315
1650,2016020419,16709,1244
1651,2016020420,16392,1092
1652,2016020421,16364,1125
1653,2016020422,16896,1343
1654,2016020423,17023,1532
1655,2016020424,17023,1562
1656,2016020425,16992,1383
1657,2016020426,17220,1339
1658,2016020427,17482,1568
1659,2016020428,17660,1580
1660,2016020429,17847,1527
1661,2016020430,17963,1654
1662,2016020431,18130,2283
1663,2016020432,17632,2062
1664,2016020433,17049,1912
1665,2016020434,15256,2392
1666,2016020435,12746,1839
1667,2016020436,11801,1434
1668,2016020437,12893,1759
1669,2016020438,13452,2134
1670,2016020439,14213,1478
1671,2016020440,15638,1332
1672,2016020441,16765,2082
1673,2016020442,18639,2288
1674,2016020443,20107,2018
1675,2016020444,22444,2328
1676,2016020445,24588,2039
1677,2016020446,26371,2005
1678,2016020447,27658,659
1679,2016020448,29016,1002
1680,201602051,29047,993
1681,201602052,29223,572
1682,201602053,29297,455
1683,201602054,29665,806
1684,201602055,30623,1047
1685,201602056,31325,795
1686,201602057,31932,713
1687,201602058,32482,661
1688,201602059,32232,641
1689,2016020510,32255,574
1690,2016020511,31586,890
1691,2016020512,30685,647
1692,2016020513,28866,296
1693,2016020514,26205,197
1694,2016020515,22058,239
1695,2016020516,20375,558
1696,2016020517,19321,723
1697,2016020518,19396,1411
1698,2016020519,18859,1468
1699,2016020520,18573,734
1700,2016020521,18449,539
1701,2016020522,18407,409
1702,2016020523,17761,531
1703,2016020524,17635,536
1704,2016020525,17082,419
1705,2016020526,17370,831
1706,2016020527,17112,971
1707,2016020528,17568,1121
1708,2016020529,17568,1175
1709,2016020530,18108,1222
1710,2016020531,17957,1079
1711,2016020532,17111,1154
1712,2016020533,16206,555
1713,2016020534,14173,-176
1714,2016020535,12322,-702
1715,2016020536,12263,-156
1716,2016020537,12582,108
1717,2016020538,13454,136
1718,2016020539,14498,133
1719,2016020540,16070,717
1720,2016020541,17536,254
1721,2016020542,19456,-295
1722,2016020543,21200,-481
1723,2016020544,23074,130
1724,2016020545,25026,579
1725,2016020546,26789,366
1726,2016020547,27626,-415
1727,2016020548,28881,270
1728,201602061,28573,-90
1729,201602062,28888,-200
1730,201602063,29126,-192
1731,201602064,29668,6
1732,201602065,30090,225
1733,201602066,30256,325
1734,201602067,30718,22
1735,201602068,29358,-412
1736,201602069,29387,-499
1737,2016020610,29656,-167
1738,2016020611,29480,367
1739,2016020612,29750,502
1740,2016020613,29316,755
1741,2016020614,28872,1035
1742,2016020615,28148,1660
1743,2016020616,27162,1633
1744,2016020617,25242,1229
1745,2016020618,23551,734
1746,2016020619,21688,453
1747,2016020620,20214,226
1748,2016020621,19719,-461
1749,2016020622,19502,-707
1750,2016020623,19007,-900
1751,2016020624,19044,-620
1752,2016020625,19148,-456
1753,2016020626,18353,-741
1754,2016020627,18807,-1031
1755,2016020628,19071,-1022
1756,2016020629,19180,-1160
